edinet_code,sec_code,filer_name,field,value,precision,source,source_url,source_qid,query,retrieved_at,notes,error
E34065,6699,ダイヤモンドエレクトリックホールディングス株式会社,date_of_establishment,1940-06-17,date,wikidata,https://www.wikidata.org/wiki/Q58340975,Q58340975,,2026-08-15T07:57:14Z,Wikidata P571,
E34082,6579,ログリー株式会社,date_of_establishment,2006-05-30,date,wikidata,https://www.wikidata.org/wiki/Q107123586,Q107123586,,2026-08-15T07:57:14Z,Wikidata P571,
E34091,4395,株式会社アクリート,date_of_establishment,2014,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88,,アクリート,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34094,4387,株式会社ＺＵＵ,date_of_establishment,2013,year,wikipedia,https://ja.wikipedia.org/wiki/ZUU,,ZUU,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34095,1446,株式会社キャンディル,date_of_establishment,2014-08-07,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%87%E3%82%A3%E3%83%AB,,キャンディル,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34102,9278,ブックオフグループホールディングス株式会社,date_of_establishment,2018-10-01,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%83%E3%82%AF%E3%82%AA%E3%83%95%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,ブックオフグループホールディングス,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E34111,4396,株式会社システムサポートホールディングス,date_of_establishment,1980-01-29,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,システムサポートホールディングス,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E34113,7327,株式会社第四北越フィナンシャルグループ,date_of_establishment,2018,year,wikipedia,https://ja.wikipedia.org/wiki/%E7%AC%AC%E5%9B%9B%E5%8C%97%E8%B6%8A%E3%83%95%E3%82%A3%E3%83%8A%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%AB%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97,,第四北越フィナンシャルグループ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34116,4393,株式会社バンク・オブ・イノベーション,date_of_establishment,2006-01-12,date,wikidata,https://www.wikidata.org/wiki/Q119658583,Q119658583,,2026-08-15T07:57:14Z,Wikidata P571,
E34130,5699,株式会社イボキン,date_of_establishment,1984-08-01,date,wikidata,https://www.wikidata.org/wiki/Q131993170,Q131993170,,2026-08-15T07:57:14Z,Wikidata P571,
E34137,5290,株式会社ベルテクスコーポレーション,date_of_establishment,2018-10-01,date,wikidata,https://www.wikidata.org/wiki/Q56604006,Q56604006,,2026-08-15T07:57:14Z,Wikidata P571,
E34140,4394,株式会社エクスモーション,date_of_establishment,2008-09-01,date,wikidata,https://www.wikidata.org/wiki/Q96313562,Q96313562,,2026-08-15T07:57:14Z,Wikidata P571,
E34142,7033,株式会社マネジメントソリューションズ,date_of_establishment,2005,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%8D%E3%82%B8%E3%83%A1%E3%83%B3%E3%83%88%E3%82%BD%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA,,マネジメントソリューションズ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34148,7034,株式会社プロレド・パートナーズ,date_of_establishment,2008-04-23,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AD%E3%83%AC%E3%83%89%E3%83%BB%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%BA,,プロレド・パートナーズ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34165,1447,ＳＡＡＦホールディングス株式会社,date_of_establishment,2018-10-01,date,wikipedia,https://ja.wikipedia.org/wiki/SAAF%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,SAAFホールディングス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34177,3491,株式会社ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,date_of_establishment,2013-03-12,date,wikipedia,https://ja.wikipedia.org/wiki/GA%20technologies,,GA technologies,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34221,4250,株式会社フロンティア,date_of_establishment,2002,year,web_search,https://all-frontier.com/,,株式会社フロンティア site,2026-08-15T08:11:50Z,web page / search snippet 設立,
E34225,4397,株式会社チームスピリット,date_of_establishment,1996-11-13,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%BC%E3%83%A0%E3%82%B9%E3%83%94%E3%83%AA%E3%83%83%E3%83%88,,チームスピリット,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34271,3494,株式会社マリオン,date_of_establishment,1839-08-21,date,wikidata,https://www.wikidata.org/wiki/Q575399,Q575399,,2026-08-15T08:40:42Z,Wikidata P571,
E34273,6233,ＫＬＡＳＳ株式会社,date_of_establishment,1948-10-18,date,wikidata,https://www.wikidata.org/wiki/Q123466965,Q123466965,,2026-08-15T07:57:14Z,Wikidata P571,
E34276,7037,株式会社テノ．ホールディングス,date_of_establishment,1999-07-05,date,wikidata,https://www.wikidata.org/wiki/Q27016964,Q27016964,,2026-08-15T07:57:14Z,Wikidata P571,
E34281,7325,株式会社アイリックコーポレーション,date_of_establishment,1995,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%A4%E3%83%AA%E3%83%83%E3%82%AF%E3%82%B3%E3%83%BC%E3%83%9D%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3,,アイリックコーポレーション,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34285,3496,株式会社アズーム,date_of_establishment,2009-10,month,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%BA%E3%83%BC%E3%83%A0,,アズーム,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34288,4398,株式会社ブロードバンドセキュリティ,date_of_establishment,2000-11-30,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AD%E3%83%BC%E3%83%89%E3%83%90%E3%83%B3%E3%83%89%E3%82%BB%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%86%E3%82%A3,,ブロードバンドセキュリティ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34289,3498,霞ヶ関キャピタル株式会社,date_of_establishment,2011-09,month,wikidata,https://www.wikidata.org/wiki/Q96313574,Q96313574,,2026-08-15T07:57:14Z,Wikidata P571,
E34294,7036,株式会社イーエムネットジャパン,date_of_establishment,2007-06-15,date,wikidata,https://www.wikidata.org/wiki/Q11287860,Q11287860,,2026-08-15T07:57:14Z,Wikidata P571,
E34318,4598,ＤｅｌｔａーＦｌｙ　Ｐｈａｒｍａ株式会社,date_of_establishment,2010-12-06,date,wikipedia,https://ja.wikipedia.org/wiki/Delta-Fly%20Pharma,,Delta-Fly Pharma,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34321,4420,イーソル株式会社,date_of_establishment,1975,year,wikidata,https://www.wikidata.org/wiki/Q135739353,Q135739353,,2026-08-15T07:57:14Z,Wikidata P571,
E34326,5571,エキサイトホールディングス株式会社,date_of_establishment,2018-07-18,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%AD%E3%82%B5%E3%82%A4%E3%83%88%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,エキサイトホールディングス,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E34331,7039,ブリッジインターナショナル株式会社,date_of_establishment,2002-01-08,date,wikidata,https://www.wikidata.org/wiki/Q11334754,Q11334754,,2026-08-15T07:57:14Z,Wikidata P571,
E34336,9279,株式会社ギフトホールディングス,date_of_establishment,2009-12-07,date,wikidata,https://www.wikidata.org/wiki/Q99485714,Q99485714,,2026-08-15T07:57:14Z,Wikidata P571,
E34363,7805,プリントネット株式会社,date_of_establishment,1987-07,month,wikidata,https://www.wikidata.org/wiki/Q98381406,Q98381406,,2026-08-15T07:57:14Z,Wikidata P571,
E34454,5071,株式会社ヴィス,date_of_establishment,2020-03-25,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%B4%E3%82%A3%E3%82%B9,,ヴィス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34471,1449,株式会社ＦＵＪＩジャパン,date_of_establishment,2026-12,month,web_search,https://www.fujijapan.net/,,株式会社ＦＵＪＩジャパン site,2026-08-15T08:12:30Z,web page / search snippet 設立,
E34484,7044,株式会社ピアラ,date_of_establishment,2025-06,month,web_search,https://www.piala.co.jp/,,株式会社ピアラ site,2026-08-15T08:12:32Z,web page / search snippet 設立,
E34487,7046,ＴＤＳＥ株式会社,date_of_establishment,2025-07,month,web_search,https://www.tdse.jp/,,ＴＤＳＥ株式会社 site,2026-08-15T08:12:35Z,web page / search snippet 設立,
E34497,4424,株式会社Ａｍａｚｉａ,date_of_establishment,2009-10-01,date,wikipedia,https://ja.wikipedia.org/wiki/Amazia,,Amazia,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34499,7677,株式会社ヤシマキザイ,date_of_establishment,1948-10-28,date,wikidata,https://www.wikidata.org/wiki/Q123199055,Q123199055,,2026-08-15T07:57:14Z,Wikidata P571,
E34507,4425,Ｋｕｄａｎ株式会社,date_of_establishment,2014,year,wikipedia,https://ja.wikipedia.org/wiki/Kudan,,Kudan,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34508,7048,ベルトラ株式会社,date_of_establishment,1991-11-13,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%AB%E3%83%88%E3%83%A9,,ベルトラ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34509,4428,株式会社シノプス,date_of_establishment,1987,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%8E%E3%83%97%E3%82%B9,,シノプス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34513,4445,リビン・テクノロジーズ株式会社,date_of_establishment,2004-01,month,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%93%E3%83%B3%E3%83%BB%E3%83%86%E3%82%AF%E3%83%8E%E3%83%AD%E3%82%B8%E3%83%BC%E3%82%BA,,リビン・テクノロジーズ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34514,6232,株式会社ＡＣＳＬ,date_of_establishment,2013-11-01,date,wikidata,https://www.wikidata.org/wiki/Q108377012,Q108377012,,2026-08-15T07:57:14Z,Wikidata P571,
E34537,7047,ポート株式会社,date_of_establishment,2011-04-18,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%BC%E3%83%88%20%28%E4%BC%81%E6%A5%AD%29,,ポート (企業),2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34538,4433,株式会社ヒト・コミュニケーションズ・ホールディングス,date_of_establishment,1998-02-23,date,wikidata,https://www.wikidata.org/wiki/Q11330123,Q11330123,,2026-08-15T07:57:14Z,Wikidata P571,
E34544,4427,株式会社ＥｄｕＬａｂ,date_of_establishment,2015-03-31,date,wikidata,https://www.wikidata.org/wiki/Q96313580,Q96313580,,2026-08-15T07:57:14Z,Wikidata P571,
E34557,4479,株式会社マクアケ,date_of_establishment,2013-05-01,date,wikipedia,https://ja.wikipedia.org/wiki/Makuake,,Makuake,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34643,4431,株式会社スマレジ,date_of_establishment,2005-05-24,date,wikidata,https://www.wikidata.org/wiki/Q97311830,Q97311830,,2026-08-15T07:57:14Z,Wikidata P571,
E34644,7673,ダイコー通産株式会社,date_of_establishment,1975-06-12,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%80%E3%82%A4%E3%82%B3%E3%83%BC%E9%80%9A%E7%94%A3,,ダイコー通産,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34699,7059,株式会社コプロ・ホールディングス,date_of_establishment,2006-10-02,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%97%E3%83%AD%E3%83%BB%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,コプロ・ホールディングス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34704,7678,株式会社あさくま,date_of_establishment,1973-07,month,wikidata,https://www.wikidata.org/wiki/Q11257174,Q11257174,,2026-08-15T07:57:14Z,Wikidata P571,
E34707,2975,スター・マイカ・ホールディングス株式会社,date_of_establishment,1998-07,month,wikidata,https://www.wikidata.org/wiki/Q139342027,Q139342027,,2026-08-15T07:57:14Z,Wikidata P571,
E34716,7057,株式会社エヌ・シー・エヌ,date_of_establishment,1996,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%8C%E3%83%BB%E3%82%B7%E3%83%BC%E3%83%BB%E3%82%A8%E3%83%8C,,エヌ・シー・エヌ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34720,7060,ギークス株式会社,date_of_establishment,2007-08-23,date,wikidata,https://www.wikidata.org/wiki/Q17209993,Q17209993,,2026-08-15T07:57:14Z,Wikidata P571,
E34721,4438,株式会社Ｗｅｌｂｙ,date_of_establishment,2011-09,month,wikidata,https://www.wikidata.org/wiki/Q119658344,Q119658344,,2026-08-15T07:57:14Z,Wikidata P571,
E34722,7058,共栄セキュリティーサービス株式会社,date_of_establishment,1985-05-15,date,wikidata,https://www.wikidata.org/wiki/Q132321001,Q132321001,,2026-08-15T07:57:14Z,Wikidata P571,
E34725,7062,株式会社フレアス,date_of_establishment,2002,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%AC%E3%82%A2%E3%82%B9,,フレアス,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E34729,4439,株式会社東名,date_of_establishment,1997,year,wikipedia,https://ja.wikipedia.org/wiki/%E6%9D%B1%E5%90%8D%20%28%E4%BC%81%E6%A5%AD%29,,東名 (企業),2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34739,4440,株式会社ヴィッツ,date_of_establishment,1979,year,wikidata,https://www.wikidata.org/wiki/Q769541,Q769541,,2026-08-15T08:40:42Z,Wikidata P571,
E34747,7674,株式会社ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,date_of_establishment,2001-08,month,wikidata,https://www.wikidata.org/wiki/Q139604859,Q139604859,,2026-08-15T07:57:14Z,Wikidata P571,
E34748,7063,株式会社Ｂｉｒｄｍａｎ,date_of_establishment,2012-07-26,date,wikidata,https://www.wikidata.org/wiki/Q96313591,Q96313591,,2026-08-15T07:57:14Z,Wikidata P571,
E34754,4436,株式会社ミンカブ・ジ・インフォノイド,date_of_establishment,2006-07-07,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%B3%E3%82%AB%E3%83%96%E3%83%BB%E3%82%B8%E3%83%BB%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A9%E3%83%8E%E3%82%A4%E3%83%89,,ミンカブ・ジ・インフォノイド,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34800,7804,株式会社ビーアンドピー,date_of_establishment,1985-10-22,date,wikidata,https://www.wikidata.org/wiki/Q132603755,Q132603755,,2026-08-15T07:57:14Z,Wikidata P571,
E34814,4441,トビラシステムズ株式会社,date_of_establishment,2006-12-01,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%93%E3%83%A9%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%BA,,トビラシステムズ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34880,4442,バルテス・ホールディングス株式会社,date_of_establishment,2004-04-19,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%AB%E3%83%86%E3%82%B9%E3%83%BB%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,バルテス・ホールディングス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34938,2976,日本グランデ株式会社,date_of_establishment,2003-04-10,date,wikipedia,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%87,,日本グランデ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34943,7679,株式会社薬王堂ホールディングス,date_of_establishment,2019-09-02,date,wikidata,https://www.wikidata.org/wiki/Q117828630,Q117828630,,2026-08-15T07:57:14Z,Wikidata P571,
E34944,2974,大英産業株式会社,date_of_establishment,1968-11-28,date,wikipedia,https://ja.wikipedia.org/wiki/%E5%A4%A7%E8%8B%B1%E7%94%A3%E6%A5%AD,,大英産業,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34960,4443,Ｓａｎｓａｎ株式会社,date_of_establishment,2007-06-11,date,wikidata,https://www.wikidata.org/wiki/Q61056801,Q61056801,,2026-08-15T07:57:14Z,Wikidata P571,
E34965,4931,新日本製薬株式会社,date_of_establishment,1992-03-11,date,wikidata,https://www.wikidata.org/wiki/Q11502401,Q11502401,,2026-08-15T07:57:14Z,Wikidata P571,
E34973,4165,株式会社プレイド,date_of_establishment,2011,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AC%E3%82%A4%E3%83%89%20%28%E4%BC%81%E6%A5%AD%29,,プレイド (企業),2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E34975,7067,ブランディングテクノロジー株式会社,date_of_establishment,2001-08-16,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%A9%E3%83%B3%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%83%86%E3%82%AF%E3%83%8E%E3%83%AD%E3%82%B8%E3%83%BC,,ブランディングテクノロジー,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E35004,7803,株式会社ブシロード,date_of_establishment,2007,year,wikidata,https://www.wikidata.org/wiki/Q656229,Q656229,,2026-08-15T07:57:14Z,Wikidata P571,
E35028,2978,株式会社ツクルバ,date_of_establishment,2011-08,month,wikidata,https://www.wikidata.org/wiki/Q65240595,Q65240595,,2026-08-15T07:57:14Z,Wikidata P571,
E35089,7069,株式会社サイバー・バズ,date_of_establishment,2006-04-03,date,wikidata,https://www.wikidata.org/wiki/Q17224161,Q17224161,,2026-08-15T07:57:14Z,Wikidata P571,
E35116,7685,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,date_of_establishment,2001-01,month,wikidata,https://www.wikidata.org/wiki/Q28686090,Q28686090,,2026-08-15T07:57:14Z,Wikidata P571,
E35117,4476,ＡＩ　ＣＲＯＳＳ株式会社,date_of_establishment,2015-03,month,wikidata,https://www.wikidata.org/wiki/Q96313608,Q96313608,,2026-08-15T07:57:14Z,Wikidata P571,
E35118,5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ株式会社,date_of_establishment,1990-07-27,date,wikidata,https://www.wikidata.org/wiki/Q119658423,Q119658423,,2026-08-15T07:57:14Z,Wikidata P571,
E35124,4448,株式会社ｋｕｂｅｌｌ,date_of_establishment,2000-07-15,date,wikidata,https://www.wikidata.org/wiki/Q96313605,Q96313605,,2026-08-15T07:57:14Z,Wikidata P571,
E35125,7682,株式会社浜木綿,date_of_establishment,1968,year,wikipedia,https://ja.wikipedia.org/wiki/%E6%B5%9C%E6%9C%A8%E7%B6%BF%20%28%E4%B8%AD%E5%9B%BD%E6%96%99%E7%90%86%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%29,,浜木綿 (中国料理レストラン),2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35136,4691,ワシントンホテル株式会社,date_of_establishment,1961-05-11,date,wikidata,https://www.wikidata.org/wiki/Q11351354,Q11351354,,2026-08-15T07:57:14Z,Wikidata P571,
E35139,7081,コーユーレンティア株式会社,date_of_establishment,1970-10-02,date,wikidata,https://www.wikidata.org/wiki/Q11484309,Q11484309,,2026-08-15T07:57:14Z,Wikidata P571,
E35140,7071,株式会社アンビスホールディングス,date_of_establishment,2013,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%93%E3%82%B9%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,アンビスホールディングス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35144,2983,株式会社アールプランナー,date_of_establishment,2026-09-15,date,web_search,https://www.arrplanner.co.jp/,,株式会社アールプランナー site,2026-08-15T08:12:52Z,web page / search snippet 設立,
E35150,4475,ＨＥＮＮＧＥ株式会社,date_of_establishment,1996-11-05,date,wikidata,https://www.wikidata.org/wiki/Q96313609,Q96313609,,2026-08-15T07:57:14Z,Wikidata P571,
E35153,2980,ＳＲＥホールディングス株式会社,date_of_establishment,2014-04-14,date,wikidata,https://www.wikidata.org/wiki/Q18339171,Q18339171,,2026-08-15T07:57:14Z,Wikidata P571,
E35157,7072,株式会社インティメート・マージャー,date_of_establishment,2013-06-24,date,wikidata,https://www.wikidata.org/wiki/Q96313610,Q96313610,,2026-08-15T07:57:14Z,Wikidata P571,
E35169,4880,セルソース株式会社,date_of_establishment,2015-11,month,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%AB%E3%82%BD%E3%83%BC%E3%82%B9,,セルソース,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35234,2999,ホームポジション株式会社,date_of_establishment,1989,year,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9D%E3%82%B8%E3%82%B7%E3%83%A7%E3%83%B3%20%28%E4%BC%81%E6%A5%AD%29,,ホームポジション (企業),2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35250,7083,ＡＨＣグループ株式会社,date_of_establishment,2026-11,month,web_search,https://ahc.co.jp/,,ＡＨＣグループ株式会社 site,2026-08-15T08:13:00Z,web page / search snippet 設立,
E35278,4490,株式会社ビザスク,date_of_establishment,2025-12,month,web_search,https://visasq.co.jp/,,株式会社ビザスク site,2026-08-15T08:13:01Z,web page / search snippet 設立,
E35284,4482,株式会社ウィルズ,date_of_establishment,1949,year,wikidata,https://www.wikidata.org/wiki/Q2973906,Q2973906,,2026-08-15T08:40:42Z,Wikidata P571,
E35287,4484,ランサーズ株式会社,date_of_establishment,2008-04,month,wikidata,https://www.wikidata.org/wiki/Q11347513,Q11347513,,2026-08-15T07:57:14Z,Wikidata P571,
E35288,7077,株式会社ＡＬｉＮＫインターネット,date_of_establishment,2013-03-15,date,wikidata,https://www.wikidata.org/wiki/Q96313615,Q96313615,,2026-08-15T07:57:14Z,Wikidata P571,
E35289,7082,株式会社ジモティー,date_of_establishment,2011-02-16,date,wikidata,https://www.wikidata.org/wiki/Q114602203,Q114602203,,2026-08-15T07:57:14Z,Wikidata P571,
E35303,2981,株式会社ランディックス,date_of_establishment,2001-02,month,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%B3%E3%83%87%E3%82%A3%E3%83%83%E3%82%AF%E3%82%B9,,ランディックス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35323,7080,株式会社スポーツフィールド,date_of_establishment,2010-01,month,wikidata,https://www.wikidata.org/wiki/Q30934567,Q30934567,,2026-08-15T07:57:14Z,Wikidata P571,
E35325,4478,フリー株式会社,date_of_establishment,2012-07,month,wikidata,https://www.wikidata.org/wiki/Q18455557,Q18455557,,2026-08-15T07:57:14Z,Wikidata P571,
E35330,4487,株式会社スペースマーケット,date_of_establishment,2014-01-08,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%83%E3%83%88,,スペースマーケット,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35334,7686,株式会社ひとまいる,date_of_establishment,1982-06-15,date,wikidata,https://www.wikidata.org/wiki/Q11293990,Q11293990,,2026-08-15T07:57:14Z,Wikidata P571,
E35335,7079,ＷＤＢココ株式会社,date_of_establishment,1984,year,wikipedia,https://ja.wikipedia.org/wiki/WDB%E3%82%B3%E3%82%B3,,WDBココ,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35340,2982,株式会社ＡＤワークスグループ,date_of_establishment,1936-05-05,date,wikidata,https://www.wikidata.org/wiki/Q38278267,Q38278267,,2026-08-15T07:57:14Z,Wikidata P571,
E35344,7075,株式会社ＱＬＳホールディングス,date_of_establishment,2019-02,month,wikidata,https://www.wikidata.org/wiki/Q96312726,Q96312726,,2026-08-15T07:57:14Z,Wikidata P571,
E35345,4488,ＡＩ　ｉｎｓｉｄｅ株式会社,date_of_establishment,2015-08-03,date,wikipedia,https://ja.wikipedia.org/wiki/AI%20inside,,AI inside,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35354,4493,株式会社サイバーセキュリティクラウド,date_of_establishment,2010-08-11,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%82%A4%E3%83%90%E3%83%BC%E3%82%BB%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%86%E3%82%A3%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%89,,サイバーセキュリティクラウド,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35470,7087,株式会社ウイルテック,date_of_establishment,1992-04-01,date,wikidata,https://www.wikidata.org/wiki/Q38276875,Q38276875,,2026-08-15T07:57:14Z,Wikidata P571,
E35483,7089,フォースタートアップス株式会社,date_of_establishment,2016-09-01,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A9%E3%83%BC%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%82%B9,,フォースタートアップス,2026-08-15T08:40:44Z,Wikipedia infobox 設立,
E35489,7084,株式会社Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,date_of_establishment,2018-04-02,date,wikidata,https://www.wikidata.org/wiki/Q128435527,Q128435527,,2026-08-15T07:57:14Z,Wikidata P571,
E35493,9326,関通ホールディングス株式会社,date_of_establishment,1986-04-28,date,wikipedia,https://ja.wikipedia.org/wiki/%E9%96%A2%E9%80%9A%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,関通ホールディングス,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
E35497,5368,日本インシュレーション株式会社,date_of_establishment,1949-01-14,date,wikidata,https://www.wikidata.org/wiki/Q11506257,Q11506257,,2026-08-15T07:57:14Z,Wikidata P571,
E35504,4492,株式会社ゼネテック,date_of_establishment,1985-07-01,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%82%BC%E3%83%8D%E3%83%86%E3%83%83%E3%82%AF,,ゼネテック,2026-08-15T07:57:18Z,Wikipedia infobox 設立,
